Publication Number,B60K6_48,Y02T10_6221,B60K6_387,B60K6_405,B60K2006_4825,Y02T10_6252,B60K6_42,B60K6_02,B60K6_26,B60K6_365,B60K6_547,B60K17_02,B60K6_40,B60K6_485,H02K7_108,H02K51_00,Y10S903_902,F16H3_66,F16D25_0638,H02K7_006
WO2019063937A1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US20080220933A1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
CN103818231B,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
US7727109,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US20080208422A1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US7970505,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US8246507,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
CA2488412A1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
US20090314559A1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
JP2014069760A,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
US10131344,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10030363,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10047501,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7610124,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2015020095A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018110455A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9272699,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20180127055A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018105407A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20070149336A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP6471599B2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2011042236A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE10232805B4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5552681,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2016158227A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6344014,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7789796,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9834084,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6629025,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US8827861,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6124690,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6772723,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017086432A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7150333,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9561789,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6434453,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017086468A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN107458209A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9403438,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6823840,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6452286,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2014097415A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2019115585A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7016773,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN107226086A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6522959,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5513718,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5725064,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6356818,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6322476,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9975544,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9988040,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9802600,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9816252,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1454786A3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE19914428C1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7389838,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9151192,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5482512,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190211528A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2016199276A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20090071733A1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
US7938208,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
JP5581915B2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
JP4853279B2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
JP4858376B2,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
US7727112,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US7959534,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US8172721,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
WO2018228634A1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US20180245692A1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CN109130835A,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
FR3070348B1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP3840272B2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JP2003252072A,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
JP3679335B2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EP2749443B1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
US7905806,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US8231491,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
DE102016226027A1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
US8403807,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0
JP5240128B2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
JP5502956B2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US20180128230A1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
US20190077268A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE202016105746U1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6414401,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20180009309A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20180056984A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP3083358B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GB2561217A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2007023001A9,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017094841A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6263267,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10315508,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5789881,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20170284062A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6796287,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2015169317A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6938713,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2019044397A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190135288A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6469403,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2016027465A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6109237,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2014014024A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6994069,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6237709,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190135102A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1128044A2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP2018103747A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1489295B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5820172,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10145329,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
SE1300656A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017086471A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10124803,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US8880258,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP3897001B2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6540644,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9013050,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6291902,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6939263,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9162549,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9032726,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FR2801253B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AU2002304062A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GB1447835A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9240743,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5415139,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018016084A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP2284418A3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6204636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7059116,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7130731,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10151332,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9056610,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10164522,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6232748,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US8905210,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US8892330,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP4135688B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5229581B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010126072A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013159330A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5251485B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5758741B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2018138419A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2009006781A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7980991,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US8172018,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US8038572,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
US20080293539A1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
CN109532459A,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
US20170029054A1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
WO2006063373A3,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
US7396306,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0
JP2009096400A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5885407B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010053695A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP4136990B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5598252B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5937887B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2017206216A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5937827B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2014222989A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5617301B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5985439B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013169831A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3991779B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP3552708B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5332697B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5924476B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2013216152A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5630659B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5638370B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
US7479091,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
US9302671,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6651759,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10023173,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190194909A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10060095,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20090157245A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6936934,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018016083A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP1999162653A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10369880,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9303571,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9108516,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6201373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1491788B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6133707,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1052401B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10000197,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9103094,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6373144,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9067590,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018216579A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2016146229A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6491121,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6405701,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP2018103740A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6223106,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20080319594A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20180258613A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6225784,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN108081942A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP2016007890A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6565479,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6301529,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GB2358845B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6694232,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9581176,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2014192424A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7264571,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190040808A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FR369982A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9834194,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9248826,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6494809,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2019013072A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7030511,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9550413,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9291153,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO1992015778A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6882909,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP6414175B2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6380701,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP2441949A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2008022865A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017090648A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10207703,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6382163,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9951681,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6559551,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9038375,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP5989303B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2012179999A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP2010126073A,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6064318B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP5226847B2,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
JP6166902B2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
CN207190780U,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
US9726137,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018051842A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5832396,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6275004,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2018050409A3,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FI127696B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6692404,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190118799A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP6485242B2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US8958970,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP0835989A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10266171,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1069347B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20190184974A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6952057,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6371889,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2014199722A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RU2688613C1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6524223,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP2292459B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP2018103743A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6476573,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6343246,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2005045218A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017138385A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9428063,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6009965,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7448459,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GB2541435B,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CN107344492A,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9010469,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2019058741A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
EP1760297B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
RU2684812C2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2017086435A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6794847,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US9181914,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6328671,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6379278,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US5469816,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
JP4023625B2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20070221420A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IT1046068B1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US8544577,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6791203,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US20040029683A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US10112475,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US7419020,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2016035791A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6593713,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
WO2019069409A1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
US6624636,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
DE10204083B4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
