Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/547,B60K6/365,B60K6/405,B60K2006/4825,Y02T10/6252
DE102012212268A1,0,0,0,0,1,0,0,0
JP4539114B2,0,0,0,0,1,0,0,0
JP3293616B2,0,0,0,0,1,0,0,0
CN105922856B,0,0,0,0,1,0,0,0
CN207535680U,0,0,0,0,1,0,0,0
JP2012121493A,0,0,0,0,1,0,0,0
CN209126514U,0,0,0,0,1,0,0,0
JP4396603B2,0,0,0,0,1,0,0,0
CN104802628B,0,0,0,0,1,0,0,0
RU2513192C1,0,0,0,0,1,0,0,0
JP2006112489A,0,0,0,0,1,0,0,0
CN101987570A,0,0,0,0,1,0,0,0
JP2005126010A,0,0,0,0,1,0,0,0
JP2006347240A,0,0,0,0,1,0,0,0
JP2011037329A,0,0,0,0,1,0,0,0
DE102012208799A1,0,0,0,0,1,0,0,0
CN203611727U,0,0,0,0,1,0,0,0
JP5682242B2,0,0,0,0,1,0,0,0
CN104118308A,0,0,0,0,1,0,0,0
CN203727161U,0,0,0,0,1,0,0,0
JP4423715B2,0,0,0,0,1,0,0,0
CN208498222U,0,0,0,0,1,0,0,0
JP4130899B2,0,0,0,0,1,0,0,0
JP3366599B2,0,0,0,0,1,0,0,0
JP2019081485A,0,0,0,0,1,0,0,0
CN105291807A,0,0,0,0,1,0,0,0
TH117997A,0,0,0,0,1,0,0,0
JP2014019328A,0,0,0,0,1,0,0,0
JP4356646B2,0,0,0,0,1,0,0,0
JP5534573B2,0,0,0,0,1,0,0,0
IN276739B,0,0,0,0,1,0,0,0
CN207683321U,0,0,0,0,1,0,0,0
CN207374106U,0,0,0,0,1,0,0,0
JP4107221B2,0,0,0,0,1,0,0,0
CN207565314U,0,0,0,0,1,0,0,0
JP2018144580A,0,0,0,0,1,0,0,0
CN102421626B,0,0,0,0,1,0,0,0
JP3289545B2,0,0,0,0,1,0,0,0
JP2013184487A,0,0,0,0,1,0,0,0
JP3452055B2,0,0,0,0,1,0,0,0
JP3835330B2,0,0,0,0,1,0,0,0
JP2009196533A,0,0,0,0,1,0,0,0
CN208376509U,0,0,0,0,1,0,0,0
JP6398859B2,0,0,0,0,1,0,0,0
US9777816,0,0,0,0,1,0,0,0
CN106828072B,0,0,0,0,1,0,0,0
CN105799486B,0,0,0,0,1,0,0,0
CN204567264U,0,0,0,0,1,0,0,0
CN203906682U,0,0,0,0,1,0,0,0
CN106183775A,0,0,0,0,1,0,0,0
CN207345475U,0,0,0,0,1,0,0,0
JP5083631B2,0,0,0,0,1,0,0,0
JPWO2012104923A1,0,0,0,0,1,0,0,0
JP2007069843A,0,0,0,0,1,0,0,0
DE102018201751A1,0,0,0,0,1,0,0,0
CN205736912U,0,0,0,0,1,0,0,0
JP4185746B2,0,0,0,0,1,0,0,0
CN107215199B,0,0,0,0,1,0,0,0
JP5233774B2,0,0,0,0,1,0,0,0
CN107082016B,0,0,0,0,1,0,0,0
AU2002340229A1,0,0,0,0,1,0,0,0
CN202623902U,0,0,0,0,1,0,0,0
JP5232042B2,0,0,0,0,1,0,0,0
JP2010234903A,0,0,0,0,1,0,0,0
CN109733177A,0,0,0,0,1,0,0,0
IN285624B,0,0,0,0,1,0,0,0
CN208789482U,0,0,0,0,1,0,0,0
CN105774520B,0,0,0,0,1,0,0,0
CN106114190B,0,0,0,0,1,0,0,0
CN208359908U,0,0,0,0,1,0,0,0
CN205970817U,0,0,0,0,1,0,0,0
CN110001379A,0,0,0,0,1,0,0,0
JP2007223487A,0,0,0,0,1,0,0,0
IN252243B,0,0,0,0,1,0,0,0
CN203267762U,0,0,0,0,1,0,0,0
JP4148207B2,0,0,0,0,1,0,0,0
CN207510212U,0,0,0,0,1,0,0,0
CN207059750U,0,0,0,0,1,0,0,0
RU2559868C2,0,0,0,0,1,0,0,0
EP2826653B1,0,0,0,0,1,0,0,0
JP2005119573A,0,0,0,0,1,0,0,0
JP2005121090A,0,0,0,0,1,0,0,0
CN206394421U,0,0,0,0,1,0,0,0
CN204801487U,0,0,0,0,1,0,0,0
CN100415557C,0,0,0,0,1,0,0,0
JP4207829B2,0,0,0,0,1,0,0,0
JP2011156997A,0,0,0,0,1,0,0,0
US6654672,0,0,0,0,1,0,0,0
JP2003278855A,0,0,0,0,1,0,0,0
JP2013112048A,0,0,0,0,1,0,0,0
CN205800773U,0,0,0,0,1,0,0,0
JP2011105101A,0,0,0,0,1,0,0,0
JP2018021579A,0,0,0,0,1,0,0,0
JP2016083988A,0,0,0,0,1,0,0,0
CN201951226U,0,0,0,0,1,0,0,0
CN107599821A,0,0,0,0,1,0,0,0
US9945466,0,0,0,0,1,0,0,0
JP4179211B2,0,0,0,0,1,0,0,0
JP4013259B2,0,0,0,0,1,0,0,0
CN209191679U,0,0,0,0,1,0,0,0
CN207416537U,0,0,0,0,1,0,0,0
JP2006298093A,0,0,0,0,1,0,0,0
JP2011207388A,0,0,0,0,1,0,0,0
CN207045126U,0,0,0,0,1,0,0,0
CN101223067B,0,0,0,0,1,0,0,0
CN103802654A,0,0,0,0,1,0,0,0
CN207772874U,0,0,0,0,1,0,0,0
CN100519246C,0,0,0,0,1,0,0,0
JP2016145021A,0,0,0,0,1,0,0,0
CN104875599B,0,0,0,0,1,0,0,0
CN209208470U,0,0,0,0,1,0,0,0
JP4311372B2,0,0,0,0,1,0,0,0
IN5110CHENP2011A,0,0,0,0,1,0,0,0
JP2012162113A,0,0,0,0,1,0,0,0
US8727932,0,0,0,0,1,0,0,0
RU114439U1,0,0,0,0,1,0,0,0
CN105857054B,0,0,0,0,1,0,0,0
JP2017171009A,0,0,0,0,1,0,0,0
JP2019055715A,0,0,0,0,1,0,0,0
JP2011078211A,0,0,0,0,1,0,0,0
JP2019113139A,0,0,0,0,1,0,0,0
JP3289692B2,0,0,0,0,1,0,0,0
DE102016223013A1,0,0,0,0,1,0,0,0
CN105235493A,0,0,0,0,1,0,0,0
WO2013018206A1,0,0,0,0,1,0,0,0
CN205365218U,0,0,0,0,1,0,0,0
JP2017081316A,0,0,0,0,1,0,0,0
IN7869CHENP2011A,0,0,0,0,1,0,0,0
CN109774452A,0,0,0,0,1,0,0,0
CN104118308B,0,0,0,0,1,0,0,0
CN203485735U,0,0,0,0,1,0,0,0
CN203793113U,0,0,0,0,1,0,0,0
IN3935MUM2013A,0,0,0,0,1,0,0,0
RU2488502C2,0,0,0,0,1,0,0,0
JP2017128292A,0,0,0,0,1,0,0,0
JP5874464B2,0,0,0,0,1,0,0,0
JP2006298283A,0,0,0,0,1,0,0,0
JP2017197107A,0,0,0,0,1,0,0,0
BRPI0712257C8,0,0,0,0,1,0,0,0
CN205523655U,0,0,0,0,1,0,0,0
CN204055308U,0,0,0,0,1,0,0,0
JP5886640B2,0,0,0,0,1,0,0,0
US9676411,0,0,0,0,1,0,0,0
JP4301196B2,0,0,0,0,1,0,0,0
CN110065381A,0,0,0,0,1,0,0,0
JP3852562B2,0,0,0,0,1,0,0,0
JP3864753B2,0,0,0,0,1,0,0,0
US7178619,0,0,0,0,1,0,0,0
CN110271404A,0,0,0,0,1,0,0,0
CN110293833A,0,0,0,0,1,0,0,0
CN208947078U,0,0,0,0,1,0,0,0
WO2018102498A1,0,0,0,0,1,0,0,0
CN110281757A,0,0,0,0,1,0,0,0
CN207190779U,0,0,0,0,1,0,0,0
CN110203056A,0,0,0,0,1,0,0,0
DE102012216136A1,0,0,0,0,1,0,0,0
JP5852312B2,0,0,0,0,1,0,0,0
JP2018204622A,0,0,0,0,1,0,0,0
CN209324996U,0,0,0,0,1,0,0,0
CN102514478B,0,0,0,0,1,0,0,0
JP2009035037A,0,0,0,0,1,0,0,0
JP3894159B2,0,0,0,0,1,0,0,0
JP2004270901A,0,0,0,0,1,0,0,0
JP2000203289A,0,0,0,0,1,0,0,0
DE102012208798A1,0,0,0,0,1,0,0,0
JP2017187107A,0,0,0,0,1,0,0,0
JP1975030223A,0,0,0,0,1,0,0,0
CN106627097B,0,0,0,0,1,0,0,0
CN203410299U,0,0,0,0,1,0,0,0
CN204296443U,0,0,0,0,1,0,0,0
CN203093719U,0,0,0,0,1,0,0,0
CN208290958U,0,0,0,0,1,0,0,0
JP2009029212A,0,0,0,0,1,0,0,0
JP4144572B2,0,0,0,0,1,0,0,0
JP2008514480A,0,0,0,0,1,0,0,0
JPWO2012111124A1,0,0,0,0,1,0,0,0
JP3648720B2,0,0,0,0,1,0,0,0
BY15699C1,0,0,0,0,1,0,0,0
JP6063128B2,0,0,0,0,1,0,0,0
JP2013032130A,0,0,0,0,1,0,0,0
FR3015376B1,0,0,0,0,1,0,0,0
JP2005337409A,0,0,0,0,1,0,0,0
JP6500798B2,0,0,0,0,1,0,0,0
JP5809990B2,0,0,0,0,1,0,0,0
CN207388846U,0,0,0,0,1,0,0,0
JP4062812B2,0,0,0,0,1,0,0,0
JP4123960B2,0,0,0,0,1,0,0,0
JP5354103B2,0,0,0,0,1,0,0,0
CN208164738U,0,0,0,0,1,0,0,0
CN208664943U,0,0,0,0,1,0,0,0
JP4858039B2,0,0,0,0,1,0,0,0
JP4361064B2,0,0,0,0,1,0,0,0
JP4092872B2,0,0,0,0,1,0,0,0
WO2019067626A1,0,0,0,0,1,0,0,0
CN207345472U,0,0,0,0,1,0,0,0
CN206926508U,0,0,0,0,1,0,0,0
CN206734048U,0,0,0,0,1,0,0,0
JP4701587B2,0,0,0,0,1,0,0,0
JP5799832B2,0,0,0,0,1,0,0,0
JP6052093B2,0,0,0,0,1,0,0,0
CN207711792U,0,0,0,0,1,0,0,0
JP2019055708A,0,0,0,0,1,0,0,0
JP4792780B2,0,0,0,0,1,0,0,0
JP3705290B2,0,0,0,0,1,0,0,0
CN103085807B,0,0,0,0,1,0,0,0
JP2000023392A,0,0,0,0,1,0,0,0
JP5086667B2,0,0,0,0,1,0,0,0
CN106476602B,0,0,0,0,1,0,0,0
CN208698478U,0,0,0,0,1,0,0,0
JP4244055B2,0,0,0,0,1,0,0,0
CN106476608B,0,0,0,0,1,0,0,0
CN105584349B,0,0,0,0,1,0,0,0
JP4311414B2,0,0,0,0,1,0,0,0
US20090163317A1,0,0,0,0,1,0,0,0
JP5949358B2,0,0,0,0,1,0,0,0
CN206690865U,0,0,0,0,1,0,0,0
CN207257353U,0,0,0,0,1,0,0,0
JP3951948B2,0,0,0,0,1,0,0,0
CN203331814U,0,0,0,0,1,0,0,0
JP6291198B2,0,0,0,0,1,0,0,0
CN207416538U,0,0,0,0,1,0,0,0
CN106166944B,0,0,0,0,1,0,0,0
JP4102423B2,0,0,0,0,1,0,0,0
JP2005112070A,0,0,0,0,1,0,0,0
JP2019131031A,0,0,0,0,1,0,0,0
JP5387487B2,0,0,0,0,1,0,0,0
JP3743378B2,0,0,0,0,1,0,0,0
JP2009051483A,0,0,0,0,1,0,0,0
CN105346371A,0,0,0,0,1,0,0,0
CN207875374U,0,0,0,0,1,0,0,0
JP5556564B2,0,0,0,0,1,0,0,0
HRPK20171803B3,0,0,0,0,1,0,0,0
CN100465014C,0,0,0,0,1,0,0,0
CN208615705U,0,0,0,0,1,0,0,0
JP5256351B2,0,0,0,0,1,0,0,0
JP2019119377A,0,0,0,0,1,0,0,0
CN208698483U,0,0,0,0,1,0,0,0
CN103738154B,0,0,0,0,1,0,0,0
JP2004011819A,0,0,0,0,1,0,0,0
CN107554279A,0,0,0,0,1,0,0,0
JP1973049115A,0,0,0,0,1,0,0,0
CN104589998B,0,0,0,0,1,0,0,0
JP2011246055A,0,0,0,0,1,0,0,0
DE102011005615A1,0,0,0,0,1,0,0,0
WO2016058609A1,0,0,0,0,1,0,0,0
CN1486873A,0,0,0,0,1,0,0,0
CN206884720U,0,0,0,0,1,0,0,0
JP2006038136A,0,0,0,0,1,0,0,0
JP2014065383A,0,0,0,0,1,0,0,0
JP4941188B2,0,0,0,0,1,0,0,0
JP2010125927A,0,0,0,0,1,0,0,0
JP2004100725A,0,0,0,0,1,0,0,0
CN109955706A,0,0,0,0,1,0,0,0
JP4702352B2,0,0,0,0,1,0,0,0
JP2008162493A,0,0,0,0,1,0,0,0
IN201917017652A,0,0,0,0,1,0,0,0
JP2002199504A,0,0,0,0,1,0,0,0
CN106740051B,0,0,0,0,1,0,0,0
JP2018105114A,0,0,0,0,1,0,0,0
JP4150567B2,0,0,0,0,1,0,0,0
JP2018105403A,0,0,0,0,1,0,0,0
CN1618643A,0,0,0,0,1,0,0,0
JP2015101156A,0,0,0,0,1,0,0,0
CN103770624A,0,0,0,0,1,0,0,0
US7581606,0,0,0,0,1,0,0,0
CN208452776U,0,0,0,0,1,0,0,0
JP2015020725A,0,0,0,0,1,0,0,0
JP3364359B2,0,0,0,0,1,0,0,0
JP2019056432A,0,0,0,0,1,0,0,0
RU2453749C1,0,0,0,0,1,0,0,0
US6722457,0,0,0,0,1,0,0,0
JP5499730B2,0,0,0,0,1,0,0,0
CN205915949U,0,0,0,0,1,0,0,0
CN208842211U,0,0,0,0,1,0,0,0
JP2007015524A,0,0,0,0,1,0,0,0
CN106476603B,0,0,0,0,1,0,0,0
CN204774602U,0,0,0,0,1,0,0,0
JP6174720B2,0,0,0,0,1,0,0,0
CN202271824U,0,0,0,0,1,0,0,0
JPWO2012104922A1,0,0,0,0,1,0,0,0
JP4288617B2,0,0,0,0,1,0,0,0
JP4023030B2,0,0,0,0,1,0,0,0
JP2015196473A,0,0,0,0,1,0,0,0
JP4640004B2,0,0,0,0,1,0,0,0
CN107215201B,0,0,0,0,1,0,0,0
CN101279603B,0,0,0,0,1,0,0,0
JP2019055722A,0,0,0,0,1,0,0,0
CN207594723U,0,0,0,0,1,0,0,0
CN203902248U,0,0,0,0,1,0,0,0
CN104786817B,0,0,0,0,1,0,0,0
CN105291805B,0,0,0,0,1,0,0,0
CN105291808B,0,0,0,0,1,0,0,0
JP5565256B2,0,0,0,0,1,0,0,0
CN206589665U,0,0,0,0,1,0,0,0
JP2004330924A,0,0,0,0,1,0,0,0
CN105172570B,0,0,0,0,1,0,0,0
JP6292112B2,0,0,0,0,1,0,0,0
CN102815199B,0,0,0,0,1,0,0,0
CN106956582B,0,0,0,0,1,0,0,0
CN207360072U,0,0,0,0,1,0,0,0
CN106627094B,0,0,0,0,1,0,0,0
JP3887967B2,0,0,0,0,1,0,0,0
CN208630349U,0,0,0,0,1,0,0,0
JP2005132143A,0,0,0,0,1,0,0,0
CN110001377A,0,0,0,0,1,0,0,0
CN206475732U,0,0,0,0,1,0,0,0
JP2018100015A,0,0,0,0,1,0,0,0
JP2012224151A,0,0,0,0,1,0,0,0
CN103625263B,0,0,0,0,1,0,0,0
CN110293951A,0,0,0,0,1,0,0,0
CN109835165A,0,0,0,0,1,0,0,0
JP2019089367A,0,0,0,0,1,0,0,0
CN110056436B,0,0,0,0,1,0,0,0
CN110281760A,0,0,0,0,1,0,0,0
CN109823158A,0,0,0,0,1,0,0,0
DE102012009346A1,0,0,0,0,1,0,0,0
CN209320672U,0,0,0,0,1,0,0,0
CN206884722U,0,0,0,0,1,0,0,0
CN106080169B,0,0,0,0,1,0,0,0
CN103241115B,0,0,0,0,1,0,0,0
CN203651441U,0,0,0,0,1,0,0,0
CN109955710A,0,0,0,0,1,0,0,0
CN208698481U,0,0,0,0,1,0,0,0
CN207594722U,0,0,0,0,1,0,0,0
JPWO2014122787A1,0,0,0,0,1,0,0,0
JP6331665B2,0,0,0,0,1,0,0,0
JP3612948B2,0,0,0,0,1,0,0,0
CN208198094U,0,0,0,0,1,0,0,0
CN101519035A,0,0,0,0,1,0,0,0
JPWO2013088501A1,0,0,0,0,1,0,0,0
CN205736910U,0,0,0,0,1,0,0,0
JPWO2012104905A1,0,0,0,0,1,0,0,0
CN208428949U,0,0,0,0,1,0,0,0
DE112007002279B4,0,0,0,0,1,0,0,0
CN206749513U,0,0,0,0,1,0,0,0
CN110001376A,0,0,0,0,1,0,0,0
JP2010203588A,0,0,0,0,1,0,0,0
JP2014502489A,0,0,0,0,1,0,0,0
CN209257865U,0,0,0,0,1,0,0,0
JP2009090834A,0,0,0,0,1,0,0,0
JP2008232199A,0,0,0,0,1,0,0,0
CN104972889A,0,0,0,0,1,0,0,0
KR101172079B1,0,0,0,0,1,0,0,0
JP4186921B2,0,0,0,0,1,0,0,0
CN204659438U,0,0,0,0,1,0,0,0
JP4169030B2,0,0,0,0,1,0,0,0
CN104648116B,0,0,0,0,1,0,0,0
CN104930139B,0,0,0,0,1,0,0,0
JP4991701B2,0,0,0,0,1,0,0,0
CN106994893B,0,0,0,0,1,0,0,0
IN463DELNP2014A,0,0,0,0,1,0,0,0
CN206983712U,0,0,0,0,1,0,0,0
CN102745060A,0,0,0,0,1,0,0,0
JP1995255104A,0,0,0,0,1,0,0,0
CN107757338A,0,0,0,0,1,0,0,0
JP4821571B2,0,0,0,0,1,0,0,0
CN207328116U,0,0,0,0,1,0,0,0
JP4267410B2,0,0,0,0,1,0,0,0
JP2007237886A,0,0,0,0,1,0,0,0
JP2000016101A,0,0,0,0,1,0,0,0
JP2005151751A,0,0,0,0,1,0,0,0
JP2006273517A,0,0,0,0,1,0,0,0
CN205344505U,0,0,0,0,1,0,0,0
JP2012219957A,0,0,0,0,1,0,0,0
JP5439935B2,0,0,0,0,1,0,0,0
JP2016188690A,0,0,0,0,1,0,0,0
IN1324KOL2015A,0,0,0,0,1,0,0,0
CN105501047B,0,0,0,0,1,0,0,0
JP2009208539A,0,0,0,0,1,0,0,0
JP2017217925A,0,0,0,0,1,0,0,0
JP2018135053A,0,0,0,0,1,0,0,0
JP2015217883A,0,0,0,0,1,0,0,0
CN101451597A,0,0,0,0,1,0,0,0
CN208714939U,0,0,0,0,1,0,0,0
US20070049455A1,0,0,0,0,1,0,0,0
CN206537134U,0,0,0,0,1,0,0,0
CN105253006B,0,0,0,0,1,0,0,0
CN104044441B,0,0,0,0,1,0,0,0
JP3823968B2,0,0,0,0,1,0,0,0
JP5430517B2,0,0,0,0,1,0,0,0
EP1752473A4,0,0,0,0,1,0,0,0
CN106494216B,0,0,0,0,1,0,0,0
JP2002013547A,0,0,0,0,1,0,0,0
JP2010241380A,0,0,0,0,1,0,0,0
JP2013147235A,0,0,0,0,1,0,0,0
JP2018171958A,0,0,0,0,1,0,0,0
JP5391959B2,0,0,0,0,1,0,0,0
JP2006299993A,0,0,0,0,1,0,0,0
CN207088979U,0,0,0,0,1,0,0,0
CN107599819A,0,0,0,0,1,0,0,0
CN206475733U,0,0,0,0,1,0,0,0
JP4222301B2,0,0,0,0,1,0,0,0
JP3978930B2,0,0,0,0,1,0,0,0
CN208164739U,0,0,0,0,1,0,0,0
CN204749841U,0,0,0,0,1,0,0,0
JP2006327315A,0,0,0,0,1,0,0,0
JP1997065508A,0,0,0,0,1,0,0,0
JP2019001206A,0,0,0,0,1,0,0,0
JP2016124496A,0,0,0,0,1,0,0,0
CN203267763U,0,0,0,0,1,0,0,0
CN106828129B,0,0,0,0,1,0,0,0
JP2019001401A,0,0,0,0,1,0,0,0
CN104960408B,0,0,0,0,1,0,0,0
JP5976360B2,0,0,0,0,1,0,0,0
CN106114195B,0,0,0,0,1,0,0,0
CN207328109U,0,0,0,0,1,0,0,0
CN104325875B,0,0,0,0,1,0,0,0
WO2009146820A3,0,0,0,0,1,0,0,0
JP3407210B2,0,0,0,0,1,0,0,0
JP2010241385A,0,0,0,0,1,0,0,0
JP4135671B2,0,0,0,0,1,0,0,0
JP4135668B2,0,0,0,0,1,0,0,0
JP2007069633A,0,0,0,0,1,0,0,0
CN105644343B,0,0,0,0,1,0,0,0
FR3015375B1,0,0,0,0,1,0,0,0
CN207328108U,0,0,0,0,1,0,0,0
JP2007069632A,0,0,0,0,1,0,0,0
JP2006335120A,0,0,0,0,1,0,0,0
JP3593992B2,0,0,0,0,1,0,0,0
JP4449873B2,0,0,0,0,1,0,0,0
US9863518,0,0,0,0,1,0,0,0
JP1997132042A,0,0,0,0,1,0,0,0
CN204340647U,0,0,0,0,1,0,0,0
CN104924890B,0,0,0,0,1,0,0,0
US7753821,0,0,0,0,1,0,0,0
CN207711793U,0,0,0,0,1,0,0,0
CN100581863C,0,0,0,0,1,0,0,0
MY159623A,0,0,0,0,1,0,0,0
JP2010155513A,0,0,0,0,1,0,0,0
JP4241674B2,0,0,0,0,1,0,0,0
CN206589666U,0,0,0,0,1,0,0,0
JP4548388B2,0,0,0,0,1,0,0,0
CN208216481U,0,0,0,0,1,0,0,0
CN208789483U,0,0,0,0,1,0,0,0
JP2012179946A,0,0,0,0,1,0,0,0
JP3334430B2,0,0,0,0,1,0,0,0
CN106240569B,0,0,0,0,1,0,0,0
JP5104493B2,0,0,0,0,1,0,0,0
CN103978883B,0,0,0,0,1,0,0,0
JP3992002B2,0,0,0,0,1,0,0,0
CN106143107B,0,0,0,0,1,0,0,0
CN207916558U,0,0,0,0,1,0,0,0
CN206579468U,0,0,0,0,1,0,0,0
DE102013218615A1,0,0,0,0,1,0,0,0
CN104417340A,0,0,0,0,1,0,0,0
CN208698479U,0,0,0,0,1,0,0,0
US7314421,0,0,0,0,1,0,0,0
ID201500435A,0,0,0,0,1,0,0,0
JP2016130098A,0,0,0,0,1,0,0,0
CN203681249U,0,0,0,0,1,0,0,0
CN209141888U,0,0,0,0,1,0,0,0
JP4088573B2,0,0,0,0,1,0,0,0
CN104442346B,0,0,0,0,1,0,0,0
JP2010269692A,0,0,0,0,1,0,0,0
AU2002321346A1,0,0,0,0,1,0,0,0
JP2010116032A,0,0,0,0,1,0,0,0
JP2013107531A,0,0,0,0,1,0,0,0
CN206703930U,0,0,0,0,1,0,0,0
CN204506519U,0,0,0,0,1,0,0,0
JP2010209990A,0,0,0,0,1,0,0,0
CN204296445U,0,0,0,0,1,0,0,0
JP2017180635A,0,0,0,0,1,0,0,0
JP2016112921A,0,0,0,0,1,0,0,0
JP2010019294A,0,0,0,0,1,0,0,0
CN206797104U,0,0,0,0,1,0,0,0
EP2655116B1,0,0,0,0,1,0,0,0
CN204572957U,0,0,0,0,1,0,0,0
JP2015189323A,0,0,0,0,1,0,0,0
CN108001191A,0,0,0,0,1,0,0,0
CN107215200B,0,0,0,0,1,0,0,0
CN110203055A,0,0,0,0,1,0,0,0
CN109941089A,0,0,0,0,1,0,0,0
CN110077219B,0,0,0,0,1,0,0,0
CN110077219A,0,0,0,0,1,0,0,0
JP6581988B2,0,0,0,0,1,0,0,0
CN110103697A,0,0,0,0,1,0,0,0
CN101513828B,0,0,0,0,1,0,0,0
DE102012002851A1,0,0,0,0,1,0,0,0
CN110154734A,0,0,0,0,1,0,0,0
CN102951007B,0,0,0,0,1,0,0,0
JP2019112013A,0,0,0,0,1,0,0,0
JP2019055716A,0,0,0,0,1,0,0,0
CN106541819B,0,0,0,0,1,0,0,0
CN208035936U,0,0,0,0,1,0,0,0
DE102016207480A1,0,0,0,0,1,0,0,0
JP5190701B2,0,0,0,0,1,0,0,0
CN204895101U,0,0,0,0,1,0,0,0
CN208069386U,0,0,0,0,1,0,0,0
US8002062,0,0,0,0,1,0,0,0
CN205768617U,0,0,0,0,1,0,0,0
CN101804811B,0,0,0,0,1,0,0,0
JP2014172608A,0,0,0,0,1,0,0,0
JP2007038919A,0,0,0,0,1,0,0,0
US20020065162A1,0,0,0,0,1,0,0,0
CN208035935U,0,0,0,0,1,0,0,0
JP4079005B2,0,0,0,0,1,0,0,0
CN106696679B,0,0,0,0,1,0,0,0
JP4458017B2,0,0,0,0,1,0,0,0
JP4088571B2,0,0,0,0,1,0,0,0
JP5504897B2,0,0,0,0,1,0,0,0
JP2011213277A,0,0,0,0,1,0,0,0
JP4802986B2,0,0,0,0,1,0,0,0
JP2008154394A,0,0,0,0,1,0,0,0
CN106042890B,0,0,0,0,1,0,0,0
DE102007045813B4,0,0,0,0,1,0,0,0
JP2011105118A,0,0,0,0,1,0,0,0
JP2007191079A,0,0,0,0,1,0,0,0
CN204398847U,0,0,0,0,1,0,0,0
CN106183779B,0,0,0,0,1,0,0,0
JP2008044587A,0,0,0,0,1,0,0,0
CN106114185A,0,0,0,0,1,0,0,0
JP2012210834A,0,0,0,0,1,0,0,0
JP3867651B2,0,0,0,0,1,0,0,0
CN206394423U,0,0,0,0,1,0,0,0
JP4088575B2,0,0,0,0,1,0,0,0
CN106004408B,0,0,0,0,1,0,0,0
JP2012126177A,0,0,0,0,1,0,0,0
CN106438879B,0,0,0,0,1,0,0,0
CN209208473U,0,0,0,0,1,0,0,0
CN203267767U,0,0,0,0,1,0,0,0
CN101168348B,0,0,0,0,1,0,0,0
CN104999900A,0,0,0,0,1,0,0,0
JP4196962B2,0,0,0,0,1,0,0,0
KR101172080B1,0,0,0,0,1,0,0,0
CN208630348U,0,0,0,0,1,0,0,0
CN204095491U,0,0,0,0,1,0,0,0
IN10436DELNP2015A,0,0,0,0,1,0,0,0
CN2586605Y,0,0,0,0,1,0,0,0
JP2009255683A,0,0,0,0,1,0,0,0
JP2017043192A,0,0,0,0,1,0,0,0
CN206551858U,0,0,0,0,1,0,0,0
JP2010149728A,0,0,0,0,1,0,0,0
CN106183781B,0,0,0,0,1,0,0,0
CN103358881B,0,0,0,0,1,0,0,0
CN208602303U,0,0,0,0,1,0,0,0
CN104786818B,0,0,0,0,1,0,0,0
CN208343913U,0,0,0,0,1,0,0,0
CN206690866U,0,0,0,0,1,0,0,0
WO2008122783A2,0,0,0,0,1,0,0,0
JP2000358303A,0,0,0,0,1,0,0,0
JP4144576B2,0,0,0,0,1,0,0,0
EP2125415B1,0,0,0,0,1,0,0,0
DE60137481D1,0,0,0,0,1,0,0,0
JP2011038637A,0,0,0,0,1,0,0,0
JP2005210841A,0,0,0,0,1,0,0,0
JP5541976B2,0,0,0,0,1,0,0,0
JP3755092B2,0,0,0,0,1,0,0,0
JP3933081B2,0,0,0,0,1,0,0,0
JP2018001808A,0,0,0,0,1,0,0,0
IN8259CHENP2012A,0,0,0,0,1,0,0,0
JP3991932B2,0,0,0,0,1,0,0,0
CN104228544A,0,0,0,0,1,0,0,0
CN208343915U,0,0,0,0,1,0,0,0
CN103350639B,0,0,0,0,1,0,0,0
CN206501701U,0,0,0,0,1,0,0,0
CN109955709A,0,0,0,0,1,0,0,0
CN1757533A,0,0,0,0,1,0,0,0
CN104097498B,0,0,0,0,1,0,0,0
CN102416858A,0,0,0,0,1,0,0,0
JP2013166483A,0,0,0,0,1,0,0,0
CN207388843U,0,0,0,0,1,0,0,0
CN207859941U,0,0,0,0,1,0,0,0
CN203254956U,0,0,0,0,1,0,0,0
CN206884716U,0,0,0,0,1,0,0,0
CN204037317U,0,0,0,0,1,0,0,0
JP4193751B2,0,0,0,0,1,0,0,0
JP5786749B2,0,0,0,0,1,0,0,0
JP5136402B2,0,0,0,0,1,0,0,0
CN206968385U,0,0,0,0,1,0,0,0
CN207466296U,0,0,0,0,1,0,0,0
CN207772870U,0,0,0,0,1,0,0,0
JP2000343964A,0,0,0,0,1,0,0,0
JP2013177048A,0,0,0,0,1,0,0,0
JP2006304389A,0,0,0,0,1,0,0,0
JP2011057114A,0,0,0,0,1,0,0,0
JP2005127485A,0,0,0,0,1,0,0,0
US7980349,0,0,0,0,1,0,0,0
CN104972888A,0,0,0,0,1,0,0,0
JP2019055718A,0,0,0,0,1,0,0,0
JP4281739B2,0,0,0,0,1,0,0,0
JP2019108032A,0,0,0,0,1,0,0,0
JP2011240855A,0,0,0,0,1,0,0,0
CN206231217U,0,0,0,0,1,0,0,0
CN208118928U,0,0,0,0,1,0,0,0
JP2006349046A,0,0,0,0,1,0,0,0
CN109795306A,0,0,0,0,1,0,0,0
JP3864920B2,0,0,0,0,1,0,0,0
JP3674402B2,0,0,0,0,1,0,0,0
JP2012162097A,0,0,0,0,1,0,0,0
JP4100367B2,0,0,0,0,1,0,0,0
