Publication Number,B60K6/48,Y02T10/6221,B60K6/387,B60K6/405,B60K2006/4825,Y02T10/6252,B60K6/42
JP2010036823A,1,1,0,0,0,0,0
JP2013071467A,1,1,0,0,0,0,0
JP2016112919A,1,1,0,0,0,0,0
JP6547497B2,1,1,0,0,0,0,0
JP2012158295A,1,1,0,0,0,0,0
JP5764934B2,1,1,0,0,0,0,0
JP2011160613A,1,1,0,0,0,0,0
JP1997039613A,1,1,0,0,0,0,0
JP2018030509A,1,1,0,0,0,0,0
JP6113478B2,1,1,0,0,0,0,0
JP2012020626A,1,1,0,0,0,0,0
JP5894770B2,1,1,0,0,0,0,0
JP5858578B2,1,1,0,0,0,0,0
JP6372115B2,1,1,0,0,0,0,0
JP5516995B2,1,1,0,0,0,0,0
CN203318135U,1,1,0,0,0,0,0
JP4864686B2,1,1,0,0,0,0,0
JP6505071B2,1,1,0,0,0,0,0
JP4206879B2,1,1,0,0,0,0,0
JP3528751B2,1,1,0,0,0,0,0
JP6089601B2,1,1,0,0,0,0,0
JP4055804B2,1,1,0,0,0,0,0
JP4670909B2,1,1,0,0,0,0,0
JP2017140913A,1,1,0,0,0,0,0
JP4862643B2,1,1,0,0,0,0,0
JP2014201124A,1,1,0,0,0,0,0
JP3620389B2,1,1,0,0,0,0,0
JP6174557B2,1,1,0,0,0,0,0
CN101985273A,1,1,0,0,0,0,0
CN203752884U,1,1,0,0,0,0,0
JP4475203B2,1,1,0,0,0,0,0
JP6435144B2,1,1,0,0,0,0,0
JP2018030506A,1,1,0,0,0,0,0
JP3906571B2,1,1,0,0,0,0,0
JP5850609B2,1,1,0,0,0,0,0
JP4110278B2,1,1,0,0,0,0,0
JP2003018707A,1,1,0,0,0,0,0
JP5625743B2,1,1,0,0,0,0,0
JP3899061B2,1,1,0,0,0,0,0
CN203739621U,1,1,0,0,0,0,0
JP5557684B2,1,1,0,0,0,0,0
JP6000135B2,1,1,0,0,0,0,0
JP2011011721A,1,1,0,0,0,0,0
JP2007069817A,1,1,0,0,0,0,0
JP6255881B2,1,1,0,0,0,0,0
JP2001329917A,1,1,0,0,0,0,0
JP2014073768A,1,1,0,0,0,0,0
JP5605653B2,1,1,0,0,0,0,0
JP6070391B2,1,1,0,0,0,0,0
JP6052034B2,1,1,0,0,0,0,0
JP2013087710A,1,1,0,0,0,0,0
CN201092255Y,1,1,0,0,0,0,0
JP6140534B2,1,1,0,0,0,0,0
JP2016107669A,1,1,0,0,0,0,0
CN203854498U,1,1,0,0,0,0,0
JP3905515B2,1,1,0,0,0,0,0
JP2010241156A,1,1,0,0,0,0,0
JP6137591B2,1,1,0,0,0,0,0
JP5953782B2,1,1,0,0,0,0,0
JP2016196198A,1,1,0,0,0,0,0
JP6172650B2,1,1,0,0,0,0,0
JP4265539B2,1,1,0,0,0,0,0
JP2018118547A,1,1,0,0,0,0,0
JP5636872B2,1,1,0,0,0,0,0
JP2007069804A,1,1,0,0,0,0,0
JP5821492B2,1,1,0,0,0,0,0
JP2015066955A,1,1,0,0,0,0,0
JP5407659B2,1,1,0,0,0,0,0
JP5851754B2,1,1,0,0,0,0,0
JP3526008B2,1,1,0,0,0,0,0
JP5807907B2,1,1,0,0,0,0,0
JP2001169404A,1,1,0,0,0,0,0
JP2014111418A,1,1,0,0,0,0,0
JP2016155486A,1,1,0,0,0,0,0
CN204674365U,1,1,0,0,0,0,0
JP5307602B2,1,1,0,0,0,0,0
JP2013208970A,1,1,0,0,0,0,0
JP2013159309A,1,1,0,0,0,0,0
JP3620541B2,1,1,0,0,0,0,0
JP2006017042A,1,1,0,0,0,0,0
JP5989561B2,1,1,0,0,0,0,0
CN103978880B,1,1,0,0,0,0,0
JP2017052375A,1,1,0,0,0,0,0
JP2006070716A,1,1,0,0,0,0,0
JP2016175503A,1,1,0,0,0,0,0
JP5417926B2,1,1,0,0,0,0,0
CN104908570B,1,1,0,0,0,0,0
JP2005207340A,1,1,0,0,0,0,0
JP2018057221A,1,1,0,0,0,0,0
JP5090947B2,1,1,0,0,0,0,0
US5909720,1,1,0,0,0,0,0
JP2018118690A,1,1,0,0,0,0,0
JP2018083509A,1,1,0,0,0,0,0
JP3783431B2,1,1,0,0,0,0,0
JP2007246010A,1,1,0,0,0,0,0
JP2017136885A,1,1,0,0,0,0,0
JP2007074833A,1,1,0,0,0,0,0
JP5447995B2,1,1,0,0,0,0,0
JP5182066B2,1,1,0,0,0,0,0
JP3896725B2,1,1,0,0,0,0,0
JP5003951B2,1,1,0,0,0,0,0
JP3395670B2,1,1,0,0,0,0,0
JP5644999B2,1,1,0,0,0,0,0
JP2006306327A,1,1,0,0,0,0,0
JP5712938B2,1,1,0,0,0,0,0
CN204451990U,1,1,0,0,0,0,0
JP5418338B2,1,1,0,0,0,0,0
JP5742243B2,1,1,0,0,0,0,0
JP2010226776A,1,1,0,0,0,0,0
JP6084028B2,1,1,0,0,0,0,0
JP2015093586A,1,1,0,0,0,0,0
JP3381338B2,1,1,0,0,0,0,0
JP5793847B2,1,1,0,0,0,0,0
RU2537931C1,1,1,0,0,0,0,0
JP2013141938A,1,1,0,0,0,0,0
JP2017165177A,1,1,0,0,0,0,0
JP5462072B2,1,1,0,0,0,0,0
JP2921661B2,1,1,0,0,0,0,0
JP6267485B2,1,1,0,0,0,0,0
JP3520664B2,1,1,0,0,0,0,0
JP3463791B2,1,1,0,0,0,0,0
JP5666385B2,1,1,0,0,0,0,0
JP4064398B2,1,1,0,0,0,0,0
JP6024507B2,1,1,0,0,0,0,0
JP2006044536A,1,1,0,0,0,0,0
JP5251484B2,1,1,0,0,0,0,0
JP2005151721A,1,1,0,0,0,0,0
JP4285405B2,1,1,0,0,0,0,0
JP2013103537A,1,1,0,0,0,0,0
JP5556580B2,1,1,0,0,0,0,0
JP2016074422A,1,1,0,0,0,0,0
JP2013154733A,1,1,0,0,0,0,0
JP2011194940A,1,1,0,0,0,0,0
JP3647399B2,1,1,0,0,0,0,0
JP2014069785A,1,1,0,0,0,0,0
JP2013067352A,1,1,0,0,0,0,0
JP2015036255A,1,1,0,0,0,0,0
JP3518588B2,1,1,0,0,0,0,0
JP2018003701A,1,1,0,0,0,0,0
CN103660909B,1,1,0,0,0,0,0
JP2013169915A,1,1,0,0,0,0,0
JP2010149627A,1,1,0,0,0,0,0
JP6197526B2,1,1,0,0,0,0,0
JP4888362B2,1,1,0,0,0,0,0
CN205273160U,1,1,0,0,0,0,0
JP3871214B2,1,1,0,0,0,0,0
CN102815198B,1,1,0,0,0,0,0
JP5857826B2,1,1,0,0,0,0,0
JP2013220663A,1,1,0,0,0,0,0
JP5601964B2,1,1,0,0,0,0,0
CN202911530U,1,1,0,0,0,0,0
JP3577846B2,1,1,0,0,0,0,0
MY165127A,1,1,0,0,0,0,0
JP5338473B2,1,1,0,0,0,0,0
JP4364567B2,1,1,0,0,0,0,0
JP2018065524A,1,1,0,0,0,0,0
JP3991541B2,1,1,0,0,0,0,0
CN201907400U,1,1,0,0,0,0,0
JP2017073926A,1,1,0,0,0,0,0
JP5659748B2,1,1,0,0,0,0,0
JP2011173518A,1,1,0,0,0,0,0
JP2012148702A,1,1,0,0,0,0,0
JP6033031B2,1,1,0,0,0,0,0
JP4085598B2,1,1,0,0,0,0,0
JP2017185926A,1,1,0,0,0,0,0
JP3463616B2,1,1,0,0,0,0,0
JP4656061B2,1,1,0,0,0,0,0
JP6156023B2,1,1,0,0,0,0,0
JP2011084140A,1,1,0,0,0,0,0
JP4935797B2,1,1,0,0,0,0,0
JP2014094605A,1,1,0,0,0,0,0
JP6154293B2,1,1,0,0,0,0,0
CN207549937U,1,1,0,0,0,0,0
CN101480913B,1,1,0,0,0,0,0
JP5322751B2,1,1,0,0,0,0,0
JP5793848B2,1,1,0,0,0,0,0
JP4115972B2,1,1,0,0,0,0,0
JP5821475B2,1,1,0,0,0,0,0
JP2012116350A,1,1,0,0,0,0,0
JP2017190104A,1,1,0,0,0,0,0
JP3705230B2,1,1,0,0,0,0,0
CN202593261U,1,1,0,0,0,0,0
CN104842771A,1,1,0,0,0,0,0
JP3409325B2,1,1,0,0,0,0,0
JP3918328B2,1,1,0,0,0,0,0
JP2004155388A,1,1,0,0,0,0,0
JP3775568B2,1,1,0,0,0,0,0
JP4207681B2,1,1,0,0,0,0,0
JP2009214704A,1,1,0,0,0,0,0
JP5569333B2,1,1,0,0,0,0,0
JP2013193533A,1,1,0,0,0,0,0
JP5353276B2,1,1,0,0,0,0,0
JP2013129311A,1,1,0,0,0,0,0
JP2017081353A,1,1,0,0,0,0,0
JP2018017148A,1,1,0,0,0,0,0
JP4228954B2,1,1,0,0,0,0,0
JP4692466B2,1,1,0,0,0,0,0
JP3915335B2,1,1,0,0,0,0,0
JP5278403B2,1,1,0,0,0,0,0
CN102774263B,1,1,0,0,0,0,0
JP4265567B2,1,1,0,0,0,0,0
JP2006298079A,1,1,0,0,0,0,0
JP2010143361A,1,1,0,0,0,0,0
JP5051117B2,1,1,0,0,0,0,0
JP5338958B2,1,1,0,0,0,0,0
JP2015202768A,1,1,0,0,0,0,0
JP2010120435A,1,1,0,0,0,0,0
JP5953199B2,1,1,0,0,0,0,0
JP2010269642A,1,1,0,0,0,0,0
JP2014155346A,1,1,0,0,0,0,0
JP2012086662A,1,1,0,0,0,0,0
JP6254879B2,1,1,0,0,0,0,0
JP2003212003A,1,1,0,0,0,0,0
JP4941354B2,1,1,0,0,0,0,0
JP4251062B2,1,1,0,0,0,0,0
JP5808635B2,1,1,0,0,0,0,0
JP3977787B2,1,1,0,0,0,0,0
JP3663675B2,1,1,0,0,0,0,0
JP3925723B2,1,1,0,0,0,0,0
RU134487U1,1,1,0,0,0,0,0
JP2017196995A,1,1,0,0,0,0,0
JP3627541B2,1,1,0,0,0,0,0
CN101445046A,1,1,0,0,0,0,0
JP2011207297A,1,1,0,0,0,0,0
JP5446535B2,1,1,0,0,0,0,0
JP5797910B2,1,1,0,0,0,0,0
JP2010173419A,1,1,0,0,0,0,0
JP5338300B2,1,1,0,0,0,0,0
JP5218161B2,1,1,0,0,0,0,0
JP2013180695A,1,1,0,0,0,0,0
JP5477496B2,1,1,0,0,0,0,0
JP4862624B2,1,1,0,0,0,0,0
JP2018043544A,1,1,0,0,0,0,0
JP6137048B2,1,1,0,0,0,0,0
JP4176567B2,1,1,0,0,0,0,0
JP2012183957A,1,1,0,0,0,0,0
JP2012086810A,1,1,0,0,0,0,0
JP2013153618A,1,1,0,0,0,0,0
JP2015071332A,1,1,0,0,0,0,0
CN205601594U,1,1,0,0,0,0,0
JP4447390B2,1,1,0,0,0,0,0
JP5391654B2,1,1,0,0,0,0,0
JP6476154B2,1,1,0,0,0,0,0
JP5890727B2,1,1,0,0,0,0,0
JP2018118635A,1,1,0,0,0,0,0
JP2016043892A,1,1,0,0,0,0,0
JP3812529B2,1,1,0,0,0,0,0
JP2014222988A,1,1,0,0,0,0,0
JP5327350B2,1,1,0,0,0,0,0
JP5699522B2,1,1,0,0,0,0,0
JP2011116223A,1,1,0,0,0,0,0
JP6341135B2,1,1,0,0,0,0,0
JP5826477B2,1,1,0,0,0,0,0
JP2014094596A,1,1,0,0,0,0,0
JP3610714B2,1,1,0,0,0,0,0
JP2006169981A,1,1,0,0,0,0,0
CN101038030B,1,1,0,0,0,0,0
JP2012062027A,1,1,0,0,0,0,0
JP2018154276A,1,1,0,0,0,0,0
JP2014054900A,1,1,0,0,0,0,0
JP2016030547A,1,1,0,0,0,0,0
JP5239224B2,1,1,0,0,0,0,0
US10421450,1,0,0,0,0,0,0
US20190291568A1,1,0,0,0,0,0,0
US10358022,1,0,0,0,0,0,0
EP3184354A4,1,0,0,0,0,0,0
US20180266503A1,1,0,0,0,0,0,0
US20190039600A1,1,0,0,0,0,0,0
US20170274910A1,1,0,0,0,0,0,0
US5892346,1,0,0,0,0,0,0
US8167078,1,0,0,0,0,0,0
CN106740055A,1,0,0,0,0,0,0
US10023042,1,0,0,0,0,0,0
WO2018038062A1,1,0,0,0,0,0,0
US20190210590A1,1,0,0,0,0,0,0
US6727676,1,0,0,0,0,0,0
US6769502,1,0,0,0,0,0,0
DE10257261B4,1,0,0,0,0,0,0
US6837320,1,0,0,0,0,0,0
US5929608,1,0,0,0,0,0,0
US20090093921A1,1,0,0,0,0,0,0
GB2343428A,1,0,0,0,0,0,0
US6294843,1,0,0,0,0,0,0
US9206584,1,0,0,0,0,0,0
US6758293,1,0,0,0,0,0,0
KR101868737B1,1,0,0,0,0,0,0
US6424053,1,0,0,0,0,0,0
US6830118,1,0,0,0,0,0,0
US10072740,1,0,0,0,0,0,0
US20020078682A1,1,0,0,0,0,0,0
WO2019068981A1,1,0,0,0,0,0,0
WO2015020094A1,1,0,0,0,0,0,0
US7073616,1,0,0,0,0,0,0
WO2019017088A1,1,0,0,0,0,0,0
DE10151933A1,1,0,0,0,0,0,0
US6885113,1,0,0,0,0,0,0
US9126586,1,0,0,0,0,0,0
US6057605,1,0,0,0,0,0,0
WO2003008782A1,1,0,0,0,0,0,0
WO2015020097A1,1,0,0,0,0,0,0
WO2019049836A1,1,0,0,0,0,0,0
US6166517,1,0,0,0,0,0,0
US6367570,1,0,0,0,0,0,0
FR2848602B1,1,0,0,0,0,0,0
US20190193713A1,1,0,0,0,0,0,0
US8924058,1,0,0,0,0,0,0
US9925974,1,0,0,0,0,0,0
DE10203259A1,1,0,0,0,0,0,0
US6422972,1,0,0,0,0,0,0
WO2019017337A1,1,0,0,0,0,0,0
US10377367,1,0,0,0,0,0,0
EP2694312B1,1,0,0,0,0,0,0
WO2017138389A1,1,0,0,0,0,0,0
EP2322399B1,1,0,0,0,0,0,0
WO2019137799A1,1,0,0,0,0,0,0
DE10133629A1,1,0,0,0,0,0,0
DE8528822U1,1,0,0,0,0,0,0
US9855943,1,0,0,0,0,0,0
US9919697,1,0,0,0,0,0,0
US7828696,1,0,0,0,0,0,0
US9933039,1,0,0,0,0,0,0
EP1203270B1,1,0,0,0,0,0,0
KR101972958B1,1,0,0,0,0,0,0
DE10218001A1,1,0,0,0,0,0,0
WO2019097896A1,1,0,0,0,0,0,0
CN108790775A,1,0,0,0,0,0,0
EP2186702A3,1,0,0,0,0,0,0
US6321143,1,0,0,0,0,0,0
GB2326857B,1,0,0,0,0,0,0
US6262491,1,0,0,0,0,0,0
US6709364,1,0,0,0,0,0,0
US6323608,1,0,0,0,0,0,0
WO2015185042A1,1,0,0,0,0,0,0
DE10110903A1,1,0,0,0,0,0,0
US6283240,1,0,0,0,0,0,0
US6334079,1,0,0,0,0,0,0
WO2013084705A1,1,0,0,0,0,0,0
WO2019031177A1,1,0,0,0,0,0,0
US8844660,1,0,0,0,0,0,0
WO2015145938A1,1,0,0,0,0,0,0
DE10237817A1,1,0,0,0,0,0,0
US20100224149A1,1,0,0,0,0,0,0
US6943460,1,0,0,0,0,0,0
JP1997094479A,1,0,0,0,0,0,0
US20180134300A1,1,0,0,0,0,0,0
DE102017115578A1,1,0,0,0,0,0,0
WO2017094826A1,1,0,0,0,0,0,0
WO2013088914A1,1,0,0,0,0,0,0
GB2489209B,1,0,0,0,0,0,0
EP1539525B1,1,0,0,0,0,0,0
CN108327514A,1,0,0,0,0,0,0
JP1993272349A,1,0,0,0,0,0,0
US6359405,1,0,0,0,0,0,0
US20180209526A1,1,0,0,0,0,0,0
US20160129777A1,1,0,0,0,0,0,0
WO2017086423A1,1,0,0,0,0,0,0
US6588392,1,0,0,0,0,0,0
US6742614,1,0,0,0,0,0,0
WO2018114600A1,1,0,0,0,0,0,0
US8594877,1,0,0,0,0,0,0
US10300910,1,0,0,0,0,0,0
EP2576303A2,1,0,0,0,0,0,0
US9102225,1,0,0,0,0,0,0
US6397601,1,0,0,0,0,0,0
US20080035397A1,1,0,0,0,0,0,0
US7562732,1,0,0,0,0,0,0
DE102014225722A1,1,0,0,0,0,0,0
WO2018016092A1,1,0,0,0,0,0,0
AT520456B1,1,0,0,0,0,0,0
EP3033254B1,1,0,0,0,0,0,0
US6794765,1,0,0,0,0,0,0
GB2484938B,1,0,0,0,0,0,0
JP2016078517A,1,0,0,0,0,0,0
WO2005095141A1,1,0,0,0,0,0,0
US9371070,1,0,0,0,0,0,0
US5722359,1,0,0,0,0,0,0
US6666787,1,0,0,0,0,0,0
WO2019025306A1,1,0,0,0,0,0,0
US6833646,1,0,0,0,0,0,0
RU165258U1,1,0,0,0,0,0,0
US7111698,1,0,0,0,0,0,0
WO2014041897A1,1,0,0,0,0,0,0
US20190152310A1,1,0,0,0,0,0,0
US7649273,1,0,0,0,0,0,0
US7191856,1,0,0,0,0,0,0
US10071624,1,0,0,0,0,0,0
US7103468,1,0,0,0,0,0,0
WO2013011880A1,1,0,0,0,0,0,0
WO2019026476A1,1,0,0,0,0,0,0
WO2014090486A1,1,0,0,0,0,0,0
KR101974357B1,1,0,0,0,0,0,0
US20190296616A1,1,0,0,0,0,0,0
US20190276001A1,1,0,0,0,0,0,0
US20190256079A1,1,0,0,0,0,0,0
US20170120739A1,1,0,0,0,0,0,0
US10099677,1,0,0,0,0,0,0
KR1020190069156A,1,0,0,0,0,0,0
US20190275857A1,1,0,0,0,0,0,0
US9726137,1,0,0,0,0,0,0
WO2018051842A1,1,0,0,0,0,0,0
US20170355373A1,1,0,0,0,0,0,0
US5939861,1,0,0,0,0,0,0
US5832396,1,0,0,0,0,0,0
US6275004,1,0,0,0,0,0,0
AT520944B1,1,0,0,0,0,0,0
US20180043764A1,1,0,0,0,0,0,0
US20190143801A1,1,0,0,0,0,0,0
US10023183,1,0,0,0,0,0,0
US10408305,1,0,0,0,0,0,0
WO2018050409A3,1,0,0,0,0,0,0
US20190270374A1,1,0,0,0,0,0,0
FI127696B,1,0,0,0,0,0,0
US9511773,1,0,0,0,0,0,0
US6692404,1,0,0,0,0,0,0
US10227074,1,0,0,0,0,0,0
US20190118799A1,1,0,0,0,0,0,0
JP6485242B2,1,0,0,0,0,0,0
US8958970,1,0,0,0,0,0,0
US10328787,1,0,0,0,0,0,0
GB2478543B,1,0,0,0,0,0,0
EP0835989A1,1,0,0,0,0,0,0
WO2013071990A1,1,0,0,0,0,0,0
US10369888,1,0,0,0,0,0,0
US10266171,1,0,0,0,0,0,0
EP1069347B1,1,0,0,0,0,0,0
US20190184974A1,1,0,0,0,0,0,0
GB2517144A,1,0,0,0,0,0,0
US7041030,1,0,0,0,0,0,0
WO2019138965A1,1,0,0,0,0,0,0
US6952057,1,0,0,0,0,0,0
US9878701,1,0,0,0,0,0,0
US6371889,1,0,0,0,0,0,0
WO2019044999A1,1,0,0,0,0,0,0
GB2447274B,1,0,0,0,0,0,0
WO2014199722A1,1,0,0,0,0,0,0
RU2688613C1,1,0,0,0,0,0,0
WO2018179672A1,1,0,0,0,0,0,0
US6524223,1,0,0,0,0,0,0
DE10257256A1,1,0,0,0,0,0,0
EP2292459B1,1,0,0,0,0,0,0
EP0841208B1,1,0,0,0,0,0,0
JP2018103743A,1,0,0,0,0,0,0
US9987918,1,0,0,0,0,0,0
US20160167645A1,1,0,0,0,0,0,0
US10377222,1,0,0,0,0,0,0
US6476573,1,0,0,0,0,0,0
US9145935,1,0,0,0,0,0,0
US20190184968A1,1,0,0,0,0,0,0
US6546320,1,0,0,0,0,0,0
KR1020190080482A,1,0,0,0,0,0,0
US6636787,1,0,0,0,0,0,0
US6343246,1,0,0,0,0,0,0
WO2005045218A1,1,0,0,0,0,0,0
US5984033,1,0,0,0,0,0,0
DE10135978A1,1,0,0,0,0,0,0
US9242635,1,0,0,0,0,0,0
ITUA2016003497A1,1,0,0,0,0,0,0
WO2017138385A1,1,0,0,0,0,0,0
US10183565,1,0,0,0,0,0,0
WO2001005615A3,1,0,0,0,0,0,0
US9428063,1,0,0,0,0,0,0
US9802607,1,0,0,0,0,0,0
US9623868,1,0,0,0,0,0,0
EP3501928A1,1,0,0,0,0,0,0
US6009965,1,0,0,0,0,0,0
US6942594,1,0,0,0,0,0,0
US20170305405A1,1,0,0,0,0,0,0
US9574655,1,0,0,0,0,0,0
DE202011111063U1,1,0,0,0,0,0,0
DE102004037178A1,1,0,0,0,0,0,0
US7448459,1,0,0,0,0,0,0
GB2541435B,1,0,0,0,0,0,0
US7823670,1,0,0,0,0,0,0
US8914180,1,0,0,0,0,0,0
GB2454349B,1,0,0,0,0,0,0
CN107344492A,1,0,0,0,0,0,0
AU2002338069A1,1,0,0,0,0,0,0
US9010469,1,0,0,0,0,0,0
WO2019058741A1,1,0,0,0,0,0,0
EP1760297B1,1,0,0,0,0,0,0
RU2684812C2,1,0,0,0,0,0,0
EP3406474A1,1,0,0,0,0,0,0
GB2452821B,1,0,0,0,0,0,0
US5927416,1,0,0,0,0,0,0
US20190031179A1,1,0,0,0,0,0,0
WO2017086435A1,1,0,0,0,0,0,0
US6794847,1,0,0,0,0,0,0
US6457542,1,0,0,0,0,0,0
US9181914,1,0,0,0,0,0,0
US6328671,1,0,0,0,0,0,0
US6379278,1,0,0,0,0,0,0
WO2018123393A1,1,0,0,0,0,0,0
WO2018194046A1,1,0,0,0,0,0,0
DE102017221372A1,1,0,0,0,0,0,0
US6334499,1,0,0,0,0,0,0
US20190202439A1,1,0,0,0,0,0,0
WO2019025411A1,1,0,0,0,0,0,0
WO2013076902A1,1,0,0,0,0,0,0
US5469816,1,0,0,0,0,0,0
US7066854,1,0,0,0,0,0,0
DE102015204573A1,1,0,0,0,0,0,0
JP4023625B2,1,0,0,0,0,0,0
US20070221420A1,1,0,0,0,0,0,0
IT1046068B1,1,0,0,0,0,0,0
US8544577,1,0,0,0,0,0,0
US10337603,1,0,0,0,0,0,0
EP1027546A1,1,0,0,0,0,0,0
US6791203,1,0,0,0,0,0,0
US6949897,1,0,0,0,0,0,0
US9067580,1,0,0,0,0,0,0
US10308235,1,0,0,0,0,0,0
US20040029683A1,1,0,0,0,0,0,0
JP3572868B2,1,0,0,0,0,0,0
US10351122,1,0,0,0,0,0,0
US6488609,1,0,0,0,0,0,0
US10112475,1,0,0,0,0,0,0
US9643597,1,0,0,0,0,0,0
US6895917,1,0,0,0,0,0,0
US7104044,1,0,0,0,0,0,0
US10343678,1,0,0,0,0,0,0
US7419020,1,0,0,0,0,0,0
EP0724978A1,1,0,0,0,0,0,0
WO2016035791A1,1,0,0,0,0,0,0
WO2017086446A1,1,0,0,0,0,0,0
US6593713,1,0,0,0,0,0,0
WO2019069409A1,1,0,0,0,0,0,0
US6090007,1,0,0,0,0,0,0
US9981543,1,0,0,0,0,0,0
US6624636,1,0,0,0,0,0,0
US9630522,1,0,0,0,0,0,0
DE10204083B4,1,0,0,0,0,0,0
AT10842U1,1,0,0,0,0,0,0
DE173030A,1,0,0,0,0,0,0
US9789864,1,0,0,0,0,0,0
US6336888,1,0,0,0,0,0,0
SE539478C2,1,0,0,0,0,0,0
KR1020190103571A,1,0,0,0,0,0,0
US20190077244A1,1,0,0,0,0,0,0
US9246419,1,0,0,0,0,0,0
US20190263249A1,1,0,0,0,0,0,0
GB2530010B,1,0,0,0,0,0,0
US10415750,1,0,0,0,0,0,0
US20180328466A1,1,0,0,0,0,0,0
EP3092382B1,1,0,0,0,0,0,0
DE10234064B4,1,0,0,0,0,0,0
US20190178354A1,1,0,0,0,0,0,0
US6611115,1,0,0,0,0,0,0
EP1457652B1,1,0,0,0,0,0,0
US6278196,1,0,0,0,0,0,0
WO2013137213A1,1,0,0,0,0,0,0
WO2017094853A1,1,0,0,0,0,0,0
KR101694642B1,1,0,0,0,0,0,0
US10385818,1,0,0,0,0,0,0
US20020183154A1,1,0,0,0,0,0,0
US8317006,1,0,0,0,0,0,0
CZ20170853A3,1,0,0,0,0,0,0
CN108657158A,1,0,0,0,0,0,0
US10131220,1,0,0,0,0,0,0
US9835081,1,0,0,0,0,0,0
US7391180,1,0,0,0,0,0,0
US20190061510A1,1,0,0,0,0,0,0
US20130184916A1,1,0,0,0,0,0,0
US10323617,1,0,0,0,0,0,0
US6986335,1,0,0,0,0,0,0
US10086817,1,0,0,0,0,0,0
WO2019025187A1,1,0,0,0,0,0,0
US10259309,1,0,0,0,0,0,0
AU1978034917A1,1,0,0,0,0,0,0
US6641501,1,0,0,0,0,0,0
US9187078,1,0,0,0,0,0,0
US6009371,1,0,0,0,0,0,0
US6469402,1,0,0,0,0,0,0
US6651436,1,0,0,0,0,0,0
DE10333210A1,1,0,0,0,0,0,0
US9039552,1,0,0,0,0,0,0
US10328928,1,0,0,0,0,0,0
US20180252300A1,1,0,0,0,0,0,0
FR2784714B1,1,0,0,0,0,0,0
CN109278531A,1,0,0,0,0,0,0
US20190111773A1,1,0,0,0,0,0,0
AT519296B1,1,0,0,0,0,0,0
DE10012494A1,1,0,0,0,0,0,0
WO2018062314A1,1,0,0,0,0,0,0
US20180370534A1,1,0,0,0,0,0,0
US6720696,1,0,0,0,0,0,0
US10358035,1,0,0,0,0,0,0
US10036312,1,0,0,0,0,0,0
WO2008145817A1,1,0,0,0,0,0,0
US9068321,1,0,0,0,0,0,0
US6692402,1,0,0,0,0,0,0
CN108216208A,1,0,0,0,0,0,0
EP3030442A2,1,0,0,0,0,0,0
WO2018168389A1,1,0,0,0,0,0,0
WO2014083796A1,1,0,0,0,0,0,0
US6333612,1,0,0,0,0,0,0
US9187294,1,0,0,0,0,0,0
US9180769,1,0,0,0,0,0,0
US6769389,1,0,0,0,0,0,0
WO2018030462A1,1,0,0,0,0,0,0
US20180097430A1,1,0,0,0,0,0,0
DE102017126089A1,1,0,0,0,0,0,0
WO2018143046A1,1,0,0,0,0,0,0
FR2898081A1,1,0,0,0,0,0,0
DE202010012147U1,1,0,0,0,0,0,0
WO2016199277A1,1,0,0,0,0,0,0
GB2568874A,1,0,0,0,0,0,0
US20080105478A1,1,0,0,0,0,0,0
US6590312,1,0,0,0,0,0,0
US6369539,1,0,0,0,0,0,0
US10161319,1,0,0,0,0,0,0
US10155522,1,0,0,0,0,0,0
US6915782,1,0,0,0,0,0,0
US6629515,1,0,0,0,0,0,0
US8839922,1,0,0,0,0,0,0
WO2015162346A1,1,0,0,0,0,0,0
US9340953,1,0,0,0,0,0,0
EP2986829A1,1,0,0,0,0,0,0
KR101806039B1,1,0,0,0,0,0,0
WO2019001936A1,1,0,0,0,0,0,0
US6443126,1,0,0,0,0,0,0
US10245951,1,0,0,0,0,0,0
US6192847,1,0,0,0,0,0,0
US20190199167A1,1,0,0,0,0,0,0
DE102009034175A1,1,0,0,0,0,0,0
EP0857371A1,1,0,0,0,0,0,0
CN106938610A,1,0,0,0,0,0,0
US6453864,1,0,0,0,0,0,0
US5796195,1,0,0,0,0,0,0
WO2018030468A9,1,0,0,0,0,0,0
US6687607,1,0,0,0,0,0,0
US6041901,1,0,0,0,0,0,0
SE540391C2,1,0,0,0,0,0,0
US9573454,1,0,0,0,0,0,0
US7083020,1,0,0,0,0,0,0
US10315505,1,0,0,0,0,0,0
WO2019114862A1,1,0,0,0,0,0,0
JP1998104602A,1,0,0,0,0,0,0
US4207512,1,0,0,0,0,0,0
CN106347099A,1,0,0,0,0,0,0
US9598073,1,0,0,0,0,0,0
US4699097,1,0,0,0,0,0,0
US9884547,1,0,0,0,0,0,0
US9827979,1,0,0,0,0,0,0
US6092985,1,0,0,0,0,0,0
US20180297472A1,1,0,0,0,0,0,0
US9260106,1,0,0,0,0,0,0
US9677527,1,0,0,0,0,0,0
EP1431623B1,1,0,0,0,0,0,0
US20180029461A1,1,0,0,0,0,0,0
US20180229717A1,1,0,0,0,0,0,0
CN106515423A,1,0,0,0,0,0,0
US6127813,1,0,0,0,0,0,0
US6700213,1,0,0,0,0,0,0
US6129075,1,0,0,0,0,0,0
US9821788,1,0,0,0,0,0,0
US20180079418A1,1,0,0,0,0,0,0
US6362536,1,0,0,0,0,0,0
US10227000,1,0,0,0,0,0,0
